second,Volt
+22.90000E-06,+8.04020092E-03
+22.95000E-06,+8.04020092E-03
+23.00000E-06,+9.29648231E-03
+23.05000E-06,+8.04020092E-03
+23.10000E-06,+8.04020092E-03
+23.15000E-06,+8.04020092E-03
+23.20000E-06,+8.04020092E-03
+23.25000E-06,+7.28643208E-03
+23.30000E-06,+8.04020092E-03
+23.35000E-06,+6.03015069E-03
+23.40000E-06,+6.03015069E-03
+23.45000E-06,+8.04020092E-03
+23.50000E-06,+6.03015069E-03
+23.55000E-06,+6.03015069E-03
+23.60000E-06,+6.03015069E-03
+23.65000E-06,+6.03015069E-03
+23.70000E-06,+8.04020092E-03
+23.75000E-06,+6.78391953E-03
+23.80000E-06,+6.03015069E-03
+23.85000E-06,+8.04020092E-03
+23.90000E-06,+6.03015069E-03
+23.95000E-06,+8.04020092E-03
+24.00000E-06,+6.03015069E-03
+24.05000E-06,+8.04020092E-03
+24.10000E-06,+10.05025115E-03
+24.15000E-06,+8.04020092E-03
+24.20000E-06,+8.04020092E-03
+24.25000E-06,+9.29648231E-03
+24.30000E-06,+8.04020092E-03
+24.35000E-06,+8.04020092E-03
+24.40000E-06,+8.04020092E-03
+24.45000E-06,+8.04020092E-03
+24.50000E-06,+8.04020092E-03
+24.55000E-06,+6.03015069E-03
+24.60000E-06,+8.04020092E-03
+24.65000E-06,+8.04020092E-03
+24.70000E-06,+6.03015069E-03
+24.75000E-06,+8.04020092E-03
+24.80000E-06,+7.28643208E-03
+24.85000E-06,+8.04020092E-03
+24.90000E-06,+8.04020092E-03
+24.95000E-06,+8.04020092E-03
+25.00000E-06,+6.03015069E-03
+25.05000E-06,+8.04020092E-03
+25.10000E-06,+8.04020092E-03
+25.15000E-06,+8.04020092E-03
+25.20000E-06,+8.04020092E-03
+25.25000E-06,+8.04020092E-03
+25.30000E-06,+6.03015069E-03
+25.35000E-06,+8.04020092E-03
+25.40000E-06,+8.04020092E-03
+25.45000E-06,+8.04020092E-03
+25.50000E-06,+8.04020092E-03
+25.55000E-06,+8.04020092E-03
+25.60000E-06,+8.04020092E-03
+25.65000E-06,+8.04020092E-03
+25.70000E-06,+8.04020092E-03
+25.75000E-06,+8.04020092E-03
+25.80000E-06,+8.04020092E-03
+25.85000E-06,+8.04020092E-03
+25.90000E-06,+8.04020092E-03
+25.95000E-06,+8.04020092E-03
+26.00000E-06,+8.04020092E-03
+26.05000E-06,+8.04020092E-03
